City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,villecresnes,48.7167,2.5333,14.56,95,75,5.66,FR,1698225885
283,phalodi,27.1333,72.3667,33.56,15,1,1.39,IN,1698225886
284,ar rutbah,33.0381,40.2848,25.77,37,0,3.69,IQ,1698225887
285,nelson bay,-32.7167,152.15,21.03,83,20,4.02,AU,1698225887
286,puerto san jose,13.9256,-90.8244,24.92,89,100,3.16,GT,1698225888
287,port elizabeth,-33.918,25.5701,21.29,58,20,3.09,ZA,1698225889
288,hithadhoo,-0.6,73.0833,27.43,79,22,7.52,MV,1698225681
289,haiku-pauwela,20.9219,-156.3051,24.47,79,20,2.57,US,1698225890
290,gobabis,-22.45,18.9667,33.95,6,0,6.83,NA,1698225890
291,dapa,9.7594,126.0531,28.71,74,100,3.28,PH,1698225798
292,gizo,-8.103,156.8419,27.84,79,100,2.54,SB,1698225891
293,berezovo,63.9381,65.0419,-3.9,87,100,4.25,RU,1698225892
294,kingscliff,-28.2667,153.5667,23.86,78,0,8.23,AU,1698225892
295,ray,23.6833,85.05,28.43,59,81,3.51,IN,1698225893
296,portland,45.5234,-122.6762,9.23,95,75,3.09,US,1698225440
297,akrehamn,59.2667,5.1833,8.14,49,0,6.17,NO,1698225894
298,cuyo,10.8525,121.0086,29.1,70,70,0.97,PH,1698225895
299,westport,41.1415,-73.3579,12.9,88,0,1.54,US,1698225785
300,bodo,67.28,14.405,3.86,76,0,8.75,NO,1698225896
301,ottawa,45.4112,-75.6981,11.51,95,100,1.54,CA,1698225670
302,oranjemund,-28.55,16.4333,21.47,54,0,4.96,NA,1698225897
303,hammerfest,70.6634,23.6821,-1.75,69,0,3.09,NO,1698225898
304,wildwood,38.5828,-90.6629,21.75,57,0,3.6,US,1698225898
305,nemuro,43.3236,145.575,12.73,84,6,2.46,JP,1698225899
306,whitehorse,60.7161,-135.0538,-6.57,63,100,1.54,CA,1698225900
307,ghadamis,30.1337,9.5007,31.43,14,100,5.08,LY,1698225900
308,la'ie,21.6477,-157.9253,24.12,81,2,1.54,US,1698225901
309,mokwa,9.2833,5.05,30.2,62,100,1.59,NG,1698225902
310,funadhoo,6.15,73.2667,28.26,73,90,3.81,MV,1698225902
311,vadso,70.0744,29.7487,-1.91,69,0,5.14,NO,1698225903
312,glendive,47.1053,-104.7125,-2.21,100,100,7.2,US,1698225904
313,merritt,50.1123,-120.7942,-0.38,68,100,4.92,CA,1698225904
314,porto novo,6.4965,2.6036,29.9,69,99,3.29,BJ,1698225905
315,huaibei,33.9744,116.7917,25.46,34,6,2.54,CN,1698225906
316,wongsorejo,-7.9908,114.4009,29.58,65,51,2.05,ID,1698225906
317,ribeira brava,32.65,-17.0667,24.84,75,50,1.56,PT,1698225907
318,itoman,26.1247,127.6694,26.43,69,75,6.69,JP,1698225907
319,ouargaye,11.5033,0.0572,31.47,36,55,2.64,BF,1698225908
320,las heras,-46.5419,-68.9359,8.46,56,6,7.89,AR,1698225909
321,roma,43.2128,-75.4557,15.46,66,100,2.57,US,1698225819
322,rongelap,11.1635,166.8941,28.53,78,45,7.2,MH,1698225677
323,katsuura,35.1333,140.3,18.7,67,100,1.38,JP,1698225910
324,dudinka,69.4058,86.1778,-8.51,96,100,1.34,RU,1698225911
325,pisco,-13.7,-76.2167,19.03,88,100,3.09,PE,1698225868
326,ntungamo,-0.8833,29.65,29.09,45,100,2.25,UG,1698225913
327,haapsalu,58.9431,23.5414,1.62,72,100,6.2,EE,1698225913
328,bani walid,31.7566,13.9942,30.82,22,100,5.48,LY,1698225914
329,slatina,44.4333,24.3667,23.03,39,53,4.78,RO,1698225914
330,tura,25.5198,90.2201,26.25,79,13,0.42,IN,1698225915
331,timbuktu,16.7735,-3.0074,32.51,10,41,5.43,ML,1698225916
332,keflavik,64.0049,-22.5624,7.95,81,75,6.69,IS,1698225916
333,novaya igirma,57.1334,103.9112,0.88,46,100,4.4,RU,1698225917
334,marsh harbour,26.5412,-77.0636,25.42,64,82,9.16,BS,1698225917
335,izluchinsk,60.9794,76.9242,-0.56,78,100,1.36,RU,1698225918
336,santa ana de yacuma,-13.75,-65.4333,28.59,58,82,3.18,BO,1698225918
337,ballina,-28.8667,153.5667,23.03,73,4,9.77,AU,1698225919
338,mejit,10.2753,170.8646,27.9,80,30,5.19,MH,1698225677
339,pathein,16.7833,94.7333,29.6,74,47,2.92,MM,1698225920
340,bahia de caraquez,-0.6,-80.4167,24.1,85,100,3.18,EC,1698225921
341,emiliano zapata,18.8333,-99.1833,23.15,77,100,0.79,MX,1698225921
342,kudahuvadhoo,2.6708,72.8944,28.27,75,74,5.6,MV,1698225922
343,torghay,49.6339,63.4981,12.35,68,90,9.01,KZ,1698225923
344,kuta,-8.7233,115.1723,30.97,66,20,2.57,ID,1698225923
345,dodola,6.9833,39.1833,19.03,65,93,3.48,ET,1698225924
346,colonia,50.9333,6.95,11.87,88,20,5.14,DE,1698225760
347,rostovka,55.3842,71.8891,4.46,86,100,6.61,RU,1698225925
348,castillos,-34.1667,-53.8333,12.88,77,85,6.93,UY,1698225925
349,hotan,37.0997,79.9269,21.55,11,0,2.56,CN,1698225926
350,lengshuijiang,27.6881,111.4294,22.57,81,99,1.97,CN,1698225927
351,tres arroyos,-38.3739,-60.2798,3.63,89,0,1.89,AR,1698225927
352,yung shue wan,22.2333,114.1167,29.63,77,100,6.17,HK,1698225928
353,trekhgornyy,54.815,58.4592,-2.56,86,100,3.53,RU,1698225928
354,kampot,10.6167,104.1833,30.03,72,79,1.99,KH,1698225929
355,aykhal,66.0,111.5,-9.69,92,98,8.06,RU,1698225930
356,saldanha,-33.0117,17.9442,25.03,61,4,4.82,ZA,1698225931
357,maquoketa,42.0689,-90.6657,16.3,82,100,5.25,US,1698225904
358,ponta delgada,37.7333,-25.6667,21.4,88,40,8.75,PT,1698225932
359,aswan,24.0934,32.907,36.24,19,0,1.75,EG,1698225932
360,kharkhorin,47.1975,102.8238,8.45,26,97,1.83,MN,1698225933
361,filingue,14.3521,3.3168,33.92,8,7,5.14,NE,1698225934
362,kirensk,57.7853,108.1119,0.54,47,100,3.58,RU,1698225934
363,suva,-18.1416,178.4415,23.71,78,75,4.63,FJ,1698225935
364,isfana,39.8386,69.5306,17.31,30,67,3.0,KG,1698225935
365,fortuna,40.5982,-124.1573,11.19,92,20,2.06,US,1698225936
366,la passe,45.5549,-0.8967,17.21,85,74,11.64,FR,1698225937
367,levuka,50.1834,-105.4011,-10.16,85,100,2.88,CA,1698225938
368,happy valley-goose bay,53.3168,-60.3315,7.17,65,100,4.63,CA,1698225938
369,candido de abreu,-24.5669,-51.3333,17.6,98,20,0.81,BR,1698225939
370,wanganui,-39.9333,175.05,13.66,89,28,4.92,NZ,1698225939
371,uzgen,40.7699,73.3007,20.16,18,6,4.05,KG,1698225940
372,yatou,37.15,122.3833,19.34,75,0,4.42,CN,1698225940
373,rockland,41.1668,-74.0496,12.02,92,2,1.75,US,1698225928
374,ascheberg,51.7833,7.6167,13.19,90,85,3.62,DE,1698225941
375,fort mcmurray,56.7268,-111.381,-5.23,63,100,2.57,CA,1698225942
376,holualoa,19.6228,-155.9522,23.91,71,0,3.13,US,1698225942
377,sabang,5.8933,95.3214,27.56,75,97,3.07,ID,1698225943
378,ancud,-41.8697,-73.8203,5.18,88,1,1.26,CL,1698225944
379,bulayevo,54.9056,70.4439,5.15,80,100,6.33,KZ,1698225944
380,n'zeto,-7.2312,12.8666,27.3,75,96,2.81,AO,1698225945
381,praia da vitoria,38.7333,-27.0667,22.14,83,40,7.58,PT,1698225861
382,cascais,38.6979,-9.4215,20.9,94,40,14.31,PT,1698225946
383,mahanoro,-19.9,48.8,29.48,65,4,5.14,MG,1698225946
384,alexandria,31.2156,29.9553,27.01,54,0,3.6,EG,1698225868
385,silkeborg,56.1697,9.5451,10.18,92,100,6.73,DK,1698225948
386,vordingborg,55.008,11.9106,12.21,100,100,1.14,DK,1698225948
387,murakami,38.2333,139.4833,17.94,86,25,1.06,JP,1698225949
388,suncho corral,-27.9336,-63.4294,16.12,91,100,3.68,AR,1698225949
389,regente feijo,-22.2214,-51.3028,20.5,88,45,0.37,BR,1698225950
390,monett,36.929,-93.9277,20.21,85,75,5.36,US,1698225950
391,trairi,-3.2778,-39.2689,24.78,81,89,3.24,BR,1698225733
392,zaysan,47.4667,84.8667,13.55,32,11,2.34,KZ,1698225952
393,tchintabaraden,15.8969,5.7985,31.78,9,28,4.51,NE,1698225953
394,auki,-8.7676,160.7034,25.76,86,100,1.43,SB,1698225953
395,cape coast,5.1053,-1.2466,27.17,81,95,4.7,GH,1698225954
396,tofol,5.3248,163.0078,29.25,71,94,2.58,FM,1698225954
397,belyy yar,53.6039,91.3903,9.94,50,0,6.0,RU,1698225955
398,rioja,-29.4111,-66.8507,16.87,87,99,1.03,AR,1698225956
399,saint-francois,46.4154,3.9054,15.69,73,75,4.63,FR,1698225956
400,acapulco de juarez,16.8634,-99.8901,24.47,95,100,17.59,MX,1698225933
401,new plymouth,-39.0667,174.0833,14.89,91,75,4.96,NZ,1698225957
402,taoudenni,22.6783,-3.9836,33.42,19,97,6.51,ML,1698225678
403,mala,-12.6581,-76.6308,19.01,91,100,1.24,PE,1698225958
404,nova sintra,14.8667,-24.7167,24.42,71,2,6.17,CV,1698225959
405,gryazovets,58.88,40.2525,-0.45,71,43,3.18,RU,1698225879
406,alexandroupoli,40.8475,25.8744,20.9,78,40,7.2,GR,1698225960
407,nishinoomote,30.7333,131.0,18.31,77,20,1.54,JP,1698225960
408,chernyshevskiy,63.0128,112.4714,-6.0,86,97,4.34,RU,1698225961
409,sitia,35.2,26.0986,24.99,55,59,1.45,GR,1698225961
410,kruisfontein,-34.0033,24.7314,21.43,39,5,1.61,ZA,1698225962
411,olavarria,-36.8927,-60.3225,4.98,82,5,1.45,AR,1698225963
412,basco,20.4487,121.9702,27.59,79,78,7.48,PH,1698225964
413,mbaiki,3.8678,17.9892,28.93,61,100,1.45,CF,1698225964
414,qamdo,31.1667,97.2333,7.45,25,62,3.88,CN,1698225965
415,veraval,20.9,70.3667,33.09,38,4,1.05,IN,1698225965
416,maumere,-8.6199,122.2111,28.79,63,51,1.63,ID,1698225966
417,guajara mirim,-10.7828,-65.3394,23.84,86,67,1.4,BR,1698225779
418,saynshand,44.8824,110.1163,12.56,16,0,4.56,MN,1698225967
419,rundu,-17.9333,19.7667,36.61,17,7,2.91,NA,1698225968
420,mount gambier,-37.8333,140.7667,8.3,63,30,5.4,AU,1698225968
421,farasan,16.7022,42.1183,31.95,56,100,1.37,SA,1698225969
422,taulaga,-11.0553,-171.0883,28.42,75,94,9.48,AS,1698225969
423,tyukhtet,56.5389,89.3011,2.22,96,100,6.59,RU,1698225970
424,waycross,31.2136,-82.354,17.14,92,0,1.54,US,1698225970
425,al hazm,16.1641,44.7769,28.58,37,14,2.0,YE,1698225971
426,polyarnyy,69.1989,33.4478,-1.82,96,88,2.09,RU,1698225972
427,whakatane,-37.9585,176.9854,15.84,86,97,1.34,NZ,1698225972
428,malango,-2.9627,119.9001,23.48,86,61,0.75,ID,1698225973
429,hit,33.6416,42.8251,27.6,41,0,2.31,IQ,1698225973
430,corinth,37.9407,22.9573,23.27,47,96,0.79,GR,1698225884
431,chemolgan,43.1897,76.5292,15.81,35,9,1.05,KZ,1698225974
432,lihue,21.9789,-159.3672,22.58,83,0,3.09,US,1698225975
433,san juan de miraflores,-12.1629,-76.9635,18.43,87,100,1.29,PE,1698225975
434,youssoufia,32.2463,-8.5294,18.82,58,1,1.82,MA,1698225976
435,madang,-5.2246,145.7966,25.91,88,97,2.65,PG,1698225977
436,el calafate,-50.3408,-72.2768,4.53,74,57,2.7,AR,1698225977
437,saint-pierre,-21.3393,55.4781,29.76,65,20,4.12,RE,1698225978
438,cruzeiro do sul,-29.5128,-51.9853,17.51,88,6,0.89,BR,1698225978
439,kill devil hills,36.0307,-75.676,18.88,98,0,0.0,US,1698225979
440,tenno,39.9,139.9667,12.56,67,22,0.7,JP,1698225980
441,mana,5.6592,-53.7767,26.86,84,89,4.35,GF,1698225980
442,colby,39.3958,-101.0524,9.03,95,100,6.17,US,1698225981
443,wynyard,-41.0,145.7167,7.61,69,72,6.91,AU,1698225981
444,rayadrug,14.7,76.8667,32.06,22,100,4.69,IN,1698225982
445,usogorsk,63.4106,48.6872,-1.3,64,19,3.8,RU,1698225982
446,chinde,26.8418,88.0763,21.2,58,0,2.08,NP,1698225983
447,yuzhno-kurilsk,44.0306,145.8556,12.99,87,6,2.61,RU,1698225984
448,lianzhou,24.7811,112.3825,29.27,70,53,1.32,CN,1698225984
449,kavieng,-2.5744,150.7967,27.41,79,100,1.51,PG,1698225797
450,raahe,64.6833,24.4833,-6.95,73,86,2.82,FI,1698225985
451,ardakan,32.31,54.0175,28.23,18,100,3.72,IR,1698225986
452,kodiak,57.79,-152.4072,-3.27,93,0,3.09,US,1698225986
453,jinchang,38.4953,102.1739,15.18,20,20,2.56,CN,1698225987
454,zakynthos,37.7914,20.8953,24.62,69,20,2.06,GR,1698225987
455,flying fish cove,-10.4217,105.6791,27.82,78,100,4.12,CX,1698225988
456,luganville,-15.5333,167.1667,24.65,84,100,3.68,VU,1698225988
457,thohoyandou,-22.9456,30.485,23.36,56,98,4.0,ZA,1698225989
458,wotho,10.1657,166.0102,28.78,79,91,5.22,MH,1698225990
459,cajabamba,-7.6167,-78.05,13.71,79,99,0.62,PE,1698225990
460,vallenar,-28.5708,-70.7581,16.32,50,0,0.36,CL,1698225991
461,mwene-ditu,-7.0,23.45,29.67,54,99,1.06,CD,1698225991
462,nuuk,64.1835,-51.7216,-1.66,74,75,2.06,GL,1698225992
463,ternate,0.8,127.4,27.89,74,33,4.74,ID,1698225993
464,ouargla,31.9493,5.325,27.04,39,91,4.63,DZ,1698225994
465,kenora,49.8167,-94.4337,1.54,86,75,2.06,CA,1698225994
466,san antonio de pale,-1.4014,5.6325,25.98,81,100,4.93,GQ,1698225995
467,burang,30.25,81.1667,3.75,29,26,3.11,CN,1698225995
468,neryungri,56.6709,124.6491,-3.86,94,100,5.22,RU,1698225996
469,motueka,-41.1333,173.0167,12.98,75,100,2.74,NZ,1698225996
470,saint-philippe,-21.3585,55.7679,27.77,78,40,4.65,RE,1698225997
471,vaasa,63.096,21.6158,-1.7,77,0,1.79,FI,1698225997
472,ustka,54.5805,16.8619,9.8,92,100,6.77,PL,1698225998
473,great missenden,51.7042,-0.708,11.53,93,100,4.58,GB,1698225998
474,sainte-menehould,49.0833,4.9,11.94,96,100,8.02,FR,1698225999
475,khuldabad,20.05,75.1833,29.4,25,22,4.81,IN,1698226000
476,hinton,53.4001,-117.5857,-12.81,98,58,0.64,CA,1698226000
477,baise city,23.8997,106.6133,29.63,99,81,1.95,CN,1698226001
478,nago,26.5881,127.9761,26.47,70,66,4.29,JP,1698226001
479,codrington,-38.2667,141.9667,8.6,69,66,8.23,AU,1698226002
480,al bawiti,28.3492,28.8659,28.56,34,0,6.23,EG,1698226002
481,crane,31.3974,-102.3501,18.01,83,8,3.11,US,1698226003
482,raduzhnyy,62.0961,77.475,-1.63,78,85,1.15,RU,1698226003
483,sur,22.5667,59.5289,33.15,38,29,3.14,OM,1698226004
484,vernon,50.2581,-119.2691,5.2,67,100,2.68,CA,1698226004
485,contamana,-7.3333,-75.0167,24.42,75,6,1.06,PE,1698226005
486,muisne,0.6,-80.0333,24.79,86,100,4.58,EC,1698226006
487,silale,55.4906,22.1814,7.27,85,100,7.54,LT,1698226006
488,angaur state,6.906,134.13,28.58,76,63,4.28,PW,1698226007
489,waspan,14.7419,-83.9717,22.89,98,99,1.65,NI,1698226008
490,tadine,-21.55,167.8833,21.61,90,100,8.64,NC,1698226009
491,byron bay,-28.65,153.6167,22.51,78,0,9.68,AU,1698226009
492,manaure,11.7751,-72.4445,26.92,83,76,2.59,CO,1698226010
493,kolyshley,52.7005,44.5367,1.63,51,98,3.6,RU,1698226010
494,ilanskiy,56.2358,96.065,3.46,88,100,6.69,RU,1698226011
495,papao,-17.75,-149.55,25.82,78,76,4.61,PF,1698226011
496,kurchatov,51.6601,35.6521,9.12,67,100,2.93,RU,1698226012
497,plettenberg bay,-34.0527,23.3716,18.99,59,9,3.55,ZA,1698226013
498,arno,60.1167,18.6333,3.77,81,100,5.0,SE,1698226013
499,slupsk,54.4641,17.0287,9.69,93,100,4.86,PL,1698226014
500,lichinga,-13.3128,35.2406,32.19,22,2,2.22,MZ,1698226014
501,hobyo,5.3505,48.5268,29.99,65,6,4.65,SO,1698226015
502,sola,-13.8833,167.55,26.53,81,100,7.25,VU,1698226015
503,lulea,65.5842,22.1547,0.04,93,75,2.06,SE,1698226016
504,tidjikja,18.5564,-11.4271,31.36,28,63,5.95,MR,1698226016
505,la cruz,23.9167,-106.9,23.12,86,87,1.49,MX,1698226017
506,aitape,-3.1374,142.3475,27.19,83,100,0.75,PG,1698226017
507,nur-sultan,51.1801,71.446,11.97,50,40,14.0,KZ,1698226018
508,broome,42.2506,-75.833,11.36,70,55,1.87,US,1698226018
509,buenavista del norte,28.3746,-16.861,24.72,66,11,5.39,ES,1698226019
510,ust-nera,64.5667,143.2,-21.69,100,59,1.0,RU,1698226020
511,zheleznogorsk-ilimskiy,56.5768,104.1217,0.76,43,100,4.47,RU,1698226020
512,kununurra,-15.7667,128.7333,35.99,38,74,0.0,AU,1698226021
513,seaside,36.6111,-121.8516,14.09,84,75,2.06,US,1698226021
514,king,47.4665,-121.8179,1.73,97,100,1.16,US,1698226022
515,bentiu,9.2333,29.8333,34.02,45,54,1.46,SS,1698226022
516,thinadhoo,0.5333,72.9333,27.41,80,13,6.7,MV,1698226023
517,pasuruan,-7.6453,112.9075,31.94,49,35,4.3,ID,1698226023
518,gorazde,43.6669,18.9764,20.27,63,98,3.99,BA,1698226025
519,bodaybo,57.8506,114.1933,-1.84,63,100,2.74,RU,1698226025
520,bengkulu,-3.8004,102.2655,26.5,82,100,3.97,ID,1698226026
521,suntar,62.1444,117.6319,-2.96,82,100,3.4,RU,1698226026
522,al jahra',29.3375,47.6581,29.23,33,99,3.84,KW,1698226027
523,port shepstone,-30.7414,30.455,20.47,61,0,5.57,ZA,1698226027
524,hilo,19.7297,-155.09,24.58,93,100,0.45,US,1698226028
525,memphis,35.1495,-90.049,21.07,64,20,6.17,US,1698225734
526,itacare,-14.2775,-38.9967,22.86,89,82,3.19,BR,1698226029
527,pajok,3.8651,32.4821,30.74,51,100,1.38,SS,1698226030
528,forster,-32.1667,152.5167,19.05,88,60,4.05,AU,1698226030
529,belmonte,-15.8631,-38.8828,24.45,83,69,5.76,BR,1698226031
530,pauls valley,34.7401,-97.2223,21.64,100,100,2.06,US,1698226031
531,bar bigha,25.2167,85.7333,30.9,46,2,3.69,IN,1698226032
532,ozu,33.5,132.55,20.1,76,0,0.77,JP,1698226032
533,harqalah,36.0303,10.509,23.92,64,40,4.63,TN,1698226033
534,axim,4.8699,-2.2405,27.01,81,98,3.9,GH,1698226033
535,kailua-kona,19.6406,-155.9956,25.98,76,0,3.13,US,1698226034
536,goynuk,40.4003,30.7883,21.72,36,100,2.29,TR,1698226035
537,lae,-6.7221,146.9847,26.37,91,84,2.59,PG,1698226035
538,east ballina,-28.8667,153.5833,23.02,74,4,10.38,AU,1698226036
539,misratah,32.3754,15.0925,28.05,42,100,4.79,LY,1698226037
540,mendoza,-32.8908,-68.8272,13.74,77,40,1.03,AR,1698225926
541,mount pearl,47.5166,-52.7813,5.74,90,75,9.26,CA,1698226038
542,miyazaki,31.9111,131.4239,18.97,63,20,2.06,JP,1698226039
543,saint-joseph,-21.3667,55.6167,29.15,75,26,1.28,RE,1698226040
544,taltal,-25.4,-70.4833,15.93,79,37,1.76,CL,1698226040
545,amga,60.8953,131.9608,-5.75,95,100,1.46,RU,1698226041
546,tromso,69.6496,18.957,-0.99,74,20,4.63,NO,1698226041
547,mata-utu,-13.2816,-176.1745,27.6,79,40,10.57,WF,1698226042
548,jinxiang,27.4327,120.6062,22.51,86,96,2.14,CN,1698226042
549,krasnokamsk,58.0802,55.7541,0.09,64,91,3.67,RU,1698226043
550,odienne,9.51,-7.5692,27.21,68,44,1.0,CI,1698226044
551,laguna,38.421,-121.4238,15.6,84,0,3.6,US,1698226044
552,bokoro,12.3807,17.0568,34.28,12,84,4.75,TD,1698226045
553,paracuru,-3.41,-39.0306,25.06,82,70,3.56,BR,1698225966
554,dimbokro,6.6451,-4.7048,25.9,84,90,1.63,CI,1698226046
555,kenai,60.5544,-151.2583,-0.51,82,0,2.06,US,1698226047
556,panyutyne,48.9333,36.2833,10.48,60,100,3.29,UA,1698226048
557,tomatlan,19.9333,-105.25,20.65,93,10,1.4,MX,1698226048
558,tambopata,-12.7333,-69.1833,27.25,57,100,0.63,PE,1698226049
559,aldama,22.9167,-98.0667,25.83,96,83,0.64,MX,1698226049
560,kamaishi,39.2667,141.8833,16.07,80,77,2.04,JP,1698226050
561,lorengau,-2.0226,147.2712,27.18,78,100,0.95,PG,1698226050
562,st ives,50.2086,-5.4875,12.24,87,20,2.57,GB,1698226051
563,ocean shores,46.9737,-124.1563,8.3,96,75,2.06,US,1698226052
564,pauillac,45.1964,-0.7487,17.21,85,79,9.2,FR,1698225761
565,sydney mines,46.2367,-60.2177,8.89,93,75,3.6,CA,1698226053
566,sansepolcro,43.5747,12.143,19.4,67,60,3.73,IT,1698226054
